   54964.0120452097       1.775804539150272E-005  1.409577582973042E-004
   54964.0324798579       1.855032287125802E-004  1.409866276489385E-004
   54964.0529144060       2.198885558719610E-004  1.408688406942705E-004
   54964.0733488541       3.682977475605309E-005  1.409339641291673E-004
   54964.0937834022       6.979933845485675E-005  1.408781856306146E-004
   54964.1346524981       7.245902733066245E-005  1.409146143855845E-004
   54964.1550870461       1.369820506081920E-004  1.409740706939756E-004
   54964.1755216941      -9.681253522486610E-005  1.410495094635908E-004
   54964.1959562419       8.383091241892515E-005  1.409144979377796E-004
   54964.2163906898       4.460464545641418E-005  1.409127415167221E-004
   54964.2572598854       2.080618899924502E-005  1.409879667986950E-004
   54964.2776943331       8.135751691329407E-005  1.409356817342897E-004
   54964.2981288808      -1.959238175319733E-004  1.409685685351935E-004
   54964.3185635285      -1.305038417287463E-005  1.409359146298995E-004
   54964.3389979761       3.183757777707186E-004  1.409069094224928E-004
   54964.3594325237      -1.553841164436687E-005  1.408534501760547E-004
   54964.3798670712       2.418124724057336E-005  1.409039400034676E-004
   54964.4003016188       4.809192354040537E-004  1.409192820017647E-004
   54964.4207361662       1.700372591684207E-004  1.409772633046269E-004
   54964.4411707137      -1.153940922316021E-004  1.409614555151101E-004
   54964.4616052611      -2.300555035470442E-004  1.409421154755111E-004
   54964.4820398085      -2.947417038767774E-006  1.410076173657738E-004
   54964.5024743558       3.231961626792845E-005  1.409424065950233E-004
   54964.5229088032      -1.651954722384774E-004  1.410859188105931E-004
   54964.5433434504      -1.297701875107027E-004  1.409999512186172E-004
   54964.5637779976       8.146861368629743E-006  1.410145945300848E-004
   54964.5842124447       2.227632662399337E-005  1.410303440956991E-004
   54964.6046469919       9.167927842979040E-005  1.409917901682896E-004
   54964.6250816390      -1.393381290542006E-004  1.410304023196015E-004
   54964.6455160861      -1.306377408960557E-004  1.409206308555049E-004
   54964.6659506331       2.485926937514371E-004  1.409722560490157E-004
   54964.6863852802      -7.446113227560502E-006  1.409397185915266E-004
   54964.7272542740       1.945027228522633E-005  1.409439495284384E-004
   54970.2854484526       1.813949798072922E-004  1.412202122416074E-004
   54970.3058829850       8.782812346463942E-005  1.411589412882564E-004
   54970.3263174175       1.200014936739713E-004  1.411511004693923E-004
   54970.3467520499       8.238446561770196E-005  1.411943511249333E-004
   54970.3671865823       5.672479949669906E-005  1.412387953704745E-004
   54970.3876211145       2.068330581863620E-004  1.412204548412009E-004
   54970.4080555467      -2.152469890458475E-004  1.411741959506998E-004
   54970.4284901788       1.213662874453014E-004  1.412166023596551E-004
   54970.4489247108      -7.819216673587981E-006  1.411802124206202E-004
   54970.4693591428       1.748313202514229E-004  1.412461606941351E-004
   54970.4897937747      -1.784764339756162E-004  1.411660446043560E-004
   54970.5102283067       5.846494608507946E-005  1.412110128650193E-004
   54970.5306627384       6.569480633422664E-005  1.412354960160020E-004
   54970.5510972701      -2.582772407933032E-005  1.412069565998149E-004
   54970.5715319018       2.433323754975625E-004  1.411985335419263E-004
   54970.5919664333      -5.792396324851845E-004  1.411349530404446E-004
   54970.6328354963      -7.025861444929227E-004  1.411655205892339E-004
   54970.6532700277      -9.801175412489371E-004  1.410995432037677E-004
   54970.6737044590      -5.626526525556175E-004  1.411507802379288E-004
   54970.6941389902      -5.359647449619809E-004  1.411613866921595E-004
   54970.7145736214      -1.012215130970606E-003  1.410594366389595E-004
   54970.7350081525      -6.700762865003984E-004  1.411300137127196E-004
   54970.7554425835      -3.715173841249975E-004  1.411534876493930E-004
   54970.7758772144       1.692423868275839E-004  1.411517118203681E-004
   54970.7963117454      -2.051057628066344E-004  1.410258220392750E-004
   54970.8167461761       1.261283178426442E-004  1.411365541977622E-004
   54970.8371807069      -1.481028471237433E-004  1.411510422454899E-004
   54970.8576153376      -6.213072394001262E-005  1.411051521063710E-004
   54970.8780498682      -1.862650986060865E-004  1.411337109305255E-004
   54970.8984842988      -3.786496966562414E-005  1.411395721367061E-004
   54970.9189189293       3.861305376570145E-004  1.412095087475392E-004
   54970.9393534597      -2.339938896002147E-004  1.411298099290610E-004
   54970.9597878899       9.937993427855396E-005  1.412084219013600E-004
