TE5  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
EL5  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
AL5  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
EP6  7.1503507324E+01  0.0000000000E+00  9.9999997474E-06  0.0000000000E+00
PE6  1.0304015594E+01  0.0000000000E+00  9.9999997474E-06  0.0000000000E+00
BB6  5.3892729936E-01  0.0000000000E+00  3.0000000261E-03  0.0000000000E+00
RD6  1.6280644468E-02  0.0000000000E+00  2.2169839856E-04  0.0000000000E+00
EC6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ES6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KR6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TE6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
EL6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
AL6  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
